Row Labels,Sum of population
8320,809
8321,148
8322,27430
8323,1673
8324,925
8326,4745
8327,8820
8328,3624
8329,270
8330,40981
8332,40391
8340,2519
8341,3690
8343,10334
8344,15165
8345,1713
8346,1101
8348,719
8349,5969
8350,941
8352,1125
8353,1185
8360,110029
8361,45499
8401,87501
8402,16139
8403,1613
8406,7135
8501,11248
8502,23999
8505,38198
8510,13588
8511,1302
8512,10654
8514,5128
8515,4842
8518,5281
8520,73291
8525,10352
8527,141492
8528,483
8530,17412
8533,10785
8534,20907
8535,8662
8536,24039
8540,120938
8542,5919
8550,33065
8551,7017
8553,1058
8554,7544
8555,1750
8558,13274
8559,12908
8560,9659
8561,396
8562,12038
8608,585
8609,7571
8610,20826
8611,43952
8618,47353
8619,51842
8620,32904
8628,14667
8629,21376
8638,35287
8640,13998
8641,9246
8648,40597
8690,38133
8691,40907
8701,254757
8720,451
8721,52354
8722,19495
8723,66989
8724,93478
8730,10213
8731,34388
8732,3310
8733,3153
8734,5606
8735,1486
8736,21698
8738,2196
8740,4331
8741,6449
8742,29461
8750,3768
8751,9208
8752,4534
8753,107075
8755,42531
8757,62022
8758,11817
8759,38367
8801,13747
8802,8089
8804,5982
8805,21007
8807,100377
8808,217
8809,7012
8810,17333
8812,16879
8816,72569
8817,37861
8820,106161
8821,705
8822,79103
8823,23601
8824,33099
8825,7896
8826,7308
8827,10059
8828,4371
8829,9459
8830,31095
8831,99324
8832,4768
8833,18261
8835,6771
8836,7424
8837,41542
8840,20544
8844,71811
8846,16728
8848,19550
8850,9799
8852,44633
8853,11213
8854,116305
8857,65071
8858,386
8859,36424
8861,138339
8863,27237
8865,30890
8867,6187
8869,7301
8872,49205
8873,77370
8876,23728
8879,38241
8880,7403
8882,31709
8884,21669
8886,15074
8887,1244
8889,21568
8890,41
8901,120479
8902,107847
8904,14868
10001,52216
10002,184620
10003,97316
10004,3133
10005,16331
10006,2934
10007,18203
10009,158724
10010,75935
10011,68058
10012,60033
10013,59534
10014,90205
10016,63083
10017,34590
10018,11841
10019,55600
10020,0
10021,27879
10022,67929
10023,94352
10024,120650
10025,149904
10026,91951
10027,100133
10028,89624
10029,93075
10030,67768
10031,148626
10032,154615
10033,38530
10034,68890
10035,90363
10036,49181
10037,46563
10038,51375
10039,24772
10040,113963
10044,24230
10065,36952
10069,6699
10075,66620
10103,9
10110,0
10111,0
10112,0
10115,0
10119,163
10128,108406
10152,0
10153,0
10154,0
10162,3641
10165,3
10167,0
10168,0
10169,0
10170,4
10171,0
10172,0
10173,4
10174,0
10177,0
10199,19
10271,0
10278,0
10279,0
10280,17341
10282,8382
10301,85340
10302,42282
10303,42100
10304,110080
10305,47704
10306,152123
10307,16859
10308,60972
10309,34573
10310,68297
10311,0
10312,136482
10314,151016
10451,23370
10452,52369
10453,202134
10454,64087
10455,62065
10456,182802
10457,73565
10458,180287
10459,83246
10460,127568
10461,107678
10462,90947
10463,181555
10464,12101
10465,70037
10466,109646
10467,200924
10468,203685
10469,140976
10470,25227
10471,23400
10472,175202
10473,157035
10474,14851
10475,28777
10501,1481
10502,8865
10503,286
10504,7846
10505,1801
10506,12653
10507,11884
10509,40000
10510,27000
10511,4792
10512,54622
10514,23930
10516,13797
10517,1108
10518,1369
10519,229
10520,13305
10522,28029
10523,11998
10524,9352
10526,4896
10527,1911
10528,26391
10530,34391
10532,12519
10533,8291
10535,357
10536,18326
10537,4896
10538,26990
10541,67370
10543,43574
10545,364
10546,2075
10547,19788
10548,9274
10549,29225
10550,40392
10552,35821
10553,20060
10560,5352
10562,70610
10566,28048
10567,41163
10570,20226
10573,76511
10576,11700
10577,5137
10578,753
10579,19035
10580,34679
10583,26460
10588,3830
10589,14475
10590,11870
10591,59050
10594,10747
10595,20904
10596,2799
10597,2451
10598,73574
10601,19093
10603,36847
10604,25251
10605,27614
10606,35940
10607,18225
10701,145222
10703,52263
10704,49458
10705,41794
10706,17942
10707,10263
10708,35039
10709,11054
10710,40606
10801,110457
10803,25527
10804,22861
10805,20295
10901,62691
10910,33
10911,3
10913,8968
10914,890
10915,111
10916,9772
10917,3365
10918,24453
10919,2717
10920,22618
10921,11323
10922,4175
10923,13193
10924,36082
10925,9817
10926,3986
10927,13843
10928,2829
10930,14175
10931,1744
10932,100
10933,826
10940,84655
10941,37997
10950,105750
10952,42462
10953,555
10954,62585
10956,67686
10958,8497
10960,17788
10962,16025
10963,3336
10964,2221
10965,22795
10968,3849
10969,2283
10970,11527
10973,5720
10974,6907
10975,736
10976,6123
10977,118528
10979,277
10980,33542
10983,4331
10984,7550
10985,159
10986,5263
10987,7468
10988,1481
10989,19880
10990,45508
10992,15303
10993,10269
10994,15631
10996,13166
10998,3448
11001,56180
11003,109175
11004,38782
11005,1831
11010,60800
11020,9582
11021,38911
11023,24108
11024,12356
11030,47255
11040,92979
11042,1038
11050,76595
11096,17756
11101,44024
11102,77485
11103,44975
11104,57084
11105,46824
11106,65958
11109,3932
11201,85390
11203,55044
11204,209272
11205,23037
11206,169969
11207,254644
11208,236903
11209,113107
11210,135163
11211,160506
11212,164834
11213,172692
11214,186526
11215,93282
11216,89846
11217,70674
11218,205844
11219,243489
11220,109388
11221,172553
11222,93270
11223,90393
11224,78391
11225,86759
11226,224368
11228,108866
11229,221341
11230,66459
11231,91097
11232,47003
11233,102702
11234,232834
11235,178681
11236,169876
11237,75864
11238,91103
11239,35413
11351,0
11354,91656
11355,238944
11356,60697
11357,47261
11358,40220
11359,0
11360,40665
11361,76192
11362,46672
11363,14263
11364,39822
11365,89132
11366,21920
11367,67010
11368,180210
11369,80110
11370,75114
11371,0
11372,176605
11373,168159
11374,93159
11375,83645
11377,190099
11378,56332
11379,71935
11385,208178
11411,39371
11412,63382
11413,86579
11414,55313
11415,49715
11416,54997
11417,78651
11418,96491
11419,103107
11420,25909
11421,41384
11422,78168
11423,47528
11424,0
11425,0
11426,46841
11427,50184
11428,30691
11429,66793
11430,474
11432,160476
11433,35753
11434,128721
11435,69103
11436,46676
11451,0
11501,52255
11507,15980
11509,6652
11510,53187
11514,10390
11516,11375
11518,28908
11520,53476
11530,69472
11542,27474
11545,27855
11547,1711
11548,7639
11549,5157
11550,113701
11552,61584
11553,54981
11554,88107
11556,15
11557,20605
11558,22191
11559,21351
11560,7463
11561,98681
11563,35985
11565,15532
11566,95491
11568,4940
11569,3601
11570,57301
11572,82472
11575,33489
11576,13868
11577,33882
11579,7912
11580,62624
11581,32074
11590,98614
11596,21802
11598,27845
11691,49375
11692,28776
11693,14920
11694,34122
11697,8315
11701,57297
11702,37555
11703,8866
11704,103278
11705,12993
11706,172353
11709,10431
11710,70676
11713,18460
11714,58386
11715,10895
11716,28302
11717,166074
11718,3930
11719,9559
11720,46549
11721,16924
11722,92135
11724,5101
11725,63791
11726,52019
11727,75130
11729,71408
11730,39395
11731,38095
11732,5977
11733,38954
11735,49363
11738,29061
11739,2007
11740,25485
11741,71079
11742,35770
11743,51099
11746,138697
11747,48362
11749,8784
11751,18432
11752,25644
11753,29916
11754,50213
11755,22176
11756,89903
11757,52234
11758,55449
11762,40459
11763,63739
11764,36494
11765,1596
11766,21256
11767,16243
11768,31711
11769,20046
11770,360
11771,14568
11772,55092
11776,52726
11777,19951
11778,8087
11779,41141
11780,31586
11782,16334
11783,46036
11784,67036
11786,9756
11787,41482
11788,36389
11789,16370
11790,29718
11791,55209
11792,12974
11793,41779
11794,3993
11795,26097
11796,8909
11797,20537
11798,24217
11801,69175
11803,76062
11804,8523
11901,49686
11930,1522
11931,202
11932,3049
11933,17927
11934,16170
11935,5382
11937,24540
11939,1124
11940,13540
11941,4367
11942,10197
11944,11286
11946,38291
11947,918
11948,1797
11949,31853
11950,18677
11951,8738
11952,3124
11953,16575
11954,7031
11955,6944
11956,735
11957,1864
11958,1683
11959,2028
11960,674
11961,28906
11962,1027
11963,13219
11964,3017
11965,1202
11967,46837
11968,14092
11970,854
11971,14995
11972,3450
11973,19
11975,914
11976,2468
11977,1768
11978,8709
11980,10232
12007,161
12008,827
12009,4494
12010,60645
12015,5355
12017,483
12018,16785
12019,39745
12020,80099
12022,2560
12023,4272
12024,90
12025,6816
12027,7751
12028,1857
12029,3001
12031,190
12032,1756
12033,10722
12035,2092
12036,260
12037,6956
12040,303
12041,1029
12042,720
12043,13897
12045,1293
12046,1271
12047,51026
12051,18706
12052,2389
12053,5191
12054,36098
12056,2909
12057,3073
12058,3059
12059,4092
12060,3197
12061,23534
12062,2093
12063,509
12064,1243
12065,43150
12066,4280
12067,3015
12068,2442
12069,552
12070,1633
12071,478
12072,6028
12074,6480
12075,9056
12076,3858
12077,7770
12078,41370
12083,6473
12084,7184
12085,1001
12086,1236
12087,2573
12089,81
12090,13212
12092,2050
12093,2707
12094,4862
12095,20545
12106,3306
12108,1097
12110,37021
12115,483
12116,4115
12117,8793
12118,29986
12120,1056
12121,5126
12122,4902
12123,6204
12124,1004
12125,2964
12130,2528
12131,140
12132,711
12134,8065
12136,1239
12137,3617
12138,7084
12139,605
12140,1750
12143,11161
12144,24926
12147,1380
12148,12190
12149,5115
12150,1013
12151,788
12153,1199
12154,7580
12155,4085
12156,2269
12157,6409
12158,9910
12159,20622
12160,1414
12161,403
12164,792
12165,456
12166,3461
12167,6343
12168,5171
12169,802
12170,8176
12172,675
12173,4664
12174,763
12175,652
12176,414
12177,1383
12180,39884
12182,23300
12183,5672
12184,19271
12185,5760
12186,17527
12187,1438
12188,22920
12189,48436
12190,1121
12192,4526
12193,3336
12194,314
12195,95
12196,1900
12197,6151
12198,8927
12202,25220
12203,65313
12204,15269
12205,34404
12206,17854
12207,5191
12208,56058
12209,16357
12210,21707
12211,19174
12222,18109
12302,46621
12303,73639
12304,57851
12305,15343
12306,67235
12307,10074
12308,34829
12309,34014
12401,43596
12404,8602
12405,1670
12406,1379
12407,464
12409,901
12410,1060
12411,1313
12412,1869
12413,5239
12414,13223
12416,446
12417,704
12418,828
12419,497
12420,620
12421,1027
12422,913
12423,2415
12424,152
12427,472
12428,17917
12429,481
12430,1971
12431,3867
12432,1008
12433,1002
12434,1911
12435,828
12436,974
12438,127
12439,368
12440,4316
12441,239
12442,1980
12443,4146
12444,1300
12446,13421
12448,828
12449,5670
12450,204
12451,3590
12452,443
12453,798
12454,781
12455,4540
12456,1600
12457,1240
12458,5704
12459,168
12460,715
12461,2509
12463,2171
12464,2745
12465,204
12466,2580
12468,1868
12469,1119
12470,1090
12471,474
12472,4172
12473,1865
12474,2434
12475,763
12477,31868
12480,1328
12481,2890
12482,1078
12483,541
12484,4384
12485,2298
12486,3854
12487,3596
12489,3421
12490,289
12491,4153
12492,467
12493,1289
12494,821
12495,448
12496,2898
12498,8373
12501,2986
12502,792
12503,466
12504,3779
12507,309
12508,10536
12512,356
12513,1065
12514,6226
12515,4014
12516,3835
12517,1018
12518,11627
12520,8593
12521,4492
12522,13995
12523,4706
12524,9810
12525,5932
12526,4231
12527,186
12528,28471
12529,6341
12530,307
12531,9373
12533,67973
12534,21526
12538,37159
12540,18274
12542,9949
12543,6701
12545,8040
12546,8104
12547,6393
12548,3211
12549,15294
12550,148310
12553,39786
12561,20320
12563,6037
12564,19333
12565,3091
12566,30509
12567,7474
12569,16448
12570,18515
12571,21127
12572,13520
12574,833
12575,2046
12577,5533
12578,4199
12580,7515
12581,3880
12582,3820
12583,4738
12585,1863
12586,22155
12589,12385
12590,22903
12592,3845
12594,4472
12601,119065
12603,91018
12604,843
12701,29815
12719,1347
12720,369
12721,7351
12722,348
12723,4271
12724,413
12725,722
12726,1814
12729,3910
12732,1636
12733,3010
12734,1369
12736,212
12737,1249
12738,227
12740,3242
12741,960
12742,382
12743,833
12745,362
12746,1940
12747,4753
12748,3265
12749,662
12750,200
12751,2785
12752,637
12754,19069
12758,4703
12759,3292
12760,1311
12762,818
12763,2560
12764,4613
12765,591
12766,664
12767,79
12768,1987
12769,575
12770,479
12771,28146
12775,4720
12776,5797
12777,595
12778,1074
12779,5343
12780,6073
12781,200
12783,4458
12784,253
12785,2782
12786,771
12787,507
12788,4013
12789,4063
12790,10030
12791,901
12792,742
12801,23958
12803,21227
12804,70224
12808,708
12809,9634
12810,1037
12811,326
12812,253
12814,4142
12815,939
12816,5391
12817,5086
12819,1024
12821,4711
12822,16120
12823,415
12824,1901
12827,8745
12828,24485
12831,11576
12832,8768
12833,8849
12834,17541
12835,5635
12836,976
12837,1797
12838,1630
12839,29328
12841,161
12842,3169
12843,1568
12844,343
12845,5527
12846,3436
12847,978
12849,1038
12850,3664
12851,822
12852,1111
12853,3798
12855,454
12856,380
12857,1400
12858,160
12859,4805
12860,1334
12861,1624
12862,14
12863,674
12864,82
12865,9495
12866,97491
12870,1861
12871,8461
12872,37
12873,1865
12874,379
12878,796
12883,6002
12884,797
12885,12006
12886,423
12887,12440
12901,88879
12903,2066
12910,3734
12911,80
12912,1189
12913,1682
12914,2273
12916,4726
12917,2867
12918,5183
12919,6389
12920,7536
12921,6548
12922,109
12923,1440
12924,350
12926,4689
12927,505
12928,5211
12929,10277
12930,395
12932,2853
12933,39
12934,2289
12935,4727
12936,1253
12937,4215
12939,448
12941,1584
12942,1398
12943,1024
12944,6999
12945,1127
12946,8744
12950,1973
12952,909
12953,27378
12955,459
12956,2486
12957,3670
12958,2399
12959,3628
12960,1919
12961,499
12962,11186
12964,404
12965,1425
12966,4693
12967,1395
12969,494
12970,2688
12972,16397
12973,268
12974,2743
12975,672
12976,699
12977,3337
12978,444
12979,2640
12980,983
12981,3947
12983,12146
12985,2418
12986,9625
12987,319
12989,2653
12992,5536
12993,3512
12996,5358
12997,2036
12998,788
13020,385
13021,98806
13024,4480
13026,4401
13027,18273
13028,1565
13029,16590
13030,4411
13031,37835
13032,25466
13033,4017
13034,5407
13035,17629
13036,22367
13037,17860
13039,18843
13040,4900
13041,18530
13042,6237
13044,2529
13045,65092
13051,206
13052,2893
13053,11042
13054,1713
13057,24874
13060,6393
13061,1700
13062,473
13063,5190
13064,65
13066,26094
13068,6549
13069,55911
13071,1035
13072,681
13073,7245
13074,4834
13076,6124
13077,14625
13078,11651
13080,5626
13081,677
13082,12859
13083,1057
13084,9682
13087,342
13088,48227
13090,80357
13092,4372
13101,2812
13102,133
13103,692
13104,40608
13108,9613
13110,5013
13111,3621
13112,2385
13113,758
13114,16285
13115,447
13116,5680
13117,289
13118,8035
13120,5047
13122,2601
13123,194
13124,199
13126,25072
13131,9974
13132,9118
13134,294
13135,14445
13136,811
13138,98
13140,4955
13141,1662
13142,12556
13143,4688
13144,2477
13145,3701
13146,2758
13147,2092
13148,18470
13152,4504
13153,633
13155,1405
13156,2292
13157,1510
13158,3067
13159,13799
13160,5591
13162,619
13163,440
13164,2751
13165,27299
13166,12296
13167,8740
13202,5775
13203,34179
13204,52778
13205,28794
13206,28932
13207,30264
13208,39316
13209,28057
13210,49173
13211,7407
13212,21697
13214,23317
13215,31258
13219,31179
13224,24587
13290,0
13301,204
13302,2037
13303,2451
13304,2744
13305,470
13308,8115
13309,6346
13310,752
13312,399
13313,1361
13314,1201
13315,3053
13316,10576
13317,8537
13318,1678
13319,2282
13320,3378
13321,2395
13322,2844
13323,19512
13324,5325
13325,1812
13326,7169
13327,4647
13328,777
13329,8101
13331,509
13332,3955
13333,128
13334,2361
13335,4252
13337,870
13338,1308
13339,11317
13340,22447
13341,281
13342,406
13343,2778
13345,214
13346,10670
13348,3125
13350,27665
13352,59
13353,82
13354,4082
13355,1477
13357,13610
13360,517
13361,2248
13362,171
13363,6039
13364,624
13365,14079
13367,5969
13368,1166
13402,4189
13403,12056
13404,340
13406,1204
13407,9610
13408,11390
13409,5358
13410,604
13411,6720
13413,25971
13415,200
13416,2678
13417,6956
13418,655
13420,3332
13421,9439
13424,7067
13425,2296
13428,4276
13431,5334
13433,2337
13435,475
13436,261
13437,1298
13438,6632
13439,4664
13440,41531
13441,129
13450,226
13452,10444
13454,1831
13456,8962
13459,4712
13460,9080
13461,1762
13464,3131
13468,927
13469,1417
13470,1778
13471,9349
13472,625
13473,1671
13475,68
13476,5044
13477,2426
13478,2113
13480,9584
13483,677
13484,471
13485,1919
13486,442
13488,99
13489,1425
13490,2302
13491,9748
13492,30628
13493,3205
13494,676
13495,3723
13501,57643
13502,93314
13601,82173
13602,5944
13603,14630
13605,5334
13606,5879
13607,1262
13608,4446
13612,6082
13613,4535
13614,387
13615,2972
13616,5086
13617,23731
13618,3871
13619,25161
13620,3546
13621,1404
13622,4011
13623,101
13624,14533
13625,2946
13626,2531
13628,488
13630,1867
13633,513
13634,6492
13635,2259
13636,365
13637,8691
13638,423
13639,504
13640,732
13641,251
13642,21059
13643,30
13646,2781
13647,184
13648,3813
13650,3742
13651,140
13652,4774
13654,2615
13655,7735
13656,4515
13658,6137
13659,1045
13660,2908
13661,3491
13662,43372
13664,626
13665,2303
13666,436
13667,8217
13668,8548
13669,34420
13670,1149
13672,1328
13673,4532
13674,140
13675,228
13676,30333
13677,196
13678,579
13679,2059
13680,2036
13681,1272
13682,1816
13684,2446
13685,3947
13687,830
13690,1829
